id,Gender,gender,Age,Under 30,Senior Citizen,*age,age,Married,married,Dependents,Number of Dependents,*num_depnd,num_dep,City,Lat Long,Latitude,Longitude,location,Population,,Satisfaction Score,*score,score,Referred a Friend,Number of Referrals,*num_ref,num_ref,Tenure in Months,,,Offer,,,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category,is_test,is_train,is_train_and_na_churn
3108-PCCGG,Female,,70,No,Yes,70,70,No,,No,0,0,,Montara,"37.540582, -122.509594",37.540582,-122.509594,,NA,,3,,,No,0,0,0,27,,,NA,,,Yes,35.76,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,110.5,2857.6,0,0,965.52,3823.12,NA,TRUE,NA,0
5099-BAILX,Male,,NA,No,Yes,72,72,No,,No,0,0,,Pacifica,"37.573633, -122.455167",NA,-122.455167,,38885,,4,,,No,0,0,0,32,,,NA,,,Yes,1.12,Yes,Yes,Fiber Optic,5,No,No,Yes,No,No,No,No,NA,One Year,Yes,Credit Card,81.1,NA,19.25,0,35.84,NA,NA,NA,TRUE,1
2929-ERCFZ,Female,,NA,No,Yes,72,72,No,,No,0,0,,San Francisco,"37.794487, -122.42227",37.794487,-122.42227,,56330,,4,,,No,0,0,0,15,,,None,,,Yes,1.67,Yes,Yes,Fiber Optic,21,No,NA,No,NA,Yes,NA,No,NA,One Year,No,Credit Card,89,1288.3,45.69,0,25.05,NA,NA,NA,TRUE,1
6260-XLACS,Female,,67,No,Yes,67,67,No,,NA,0,0,,San Francisco,NA,37.786031,-122.437301,,33122,,4,,,No,0,0,0,23,,,None,,,Yes,17.62,No,Yes,Fiber Optic,25,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,NA,1643.55,NA,80,NA,2128.81,No Churn,NA,TRUE,0
5173-WXOQV,NA,,77,NA,Yes,77,77,No,,No,0,0,,San Francisco,"37.736535, -122.45732",37.736535,-122.45732,,20643,,4,,,No,0,0,0,22,,,None,,,NA,23.43,No,NA,Fiber Optic,22,Yes,Yes,No,No,No,NA,No,NA,NA,No,Bank Withdrawal,81.7,1820.9,29.88,0,515.46,2306.48,No Churn,NA,TRUE,0
2320-SLKMB,Female,,73,No,Yes,73,73,Yes,,NA,0,0,,Palo Alto,"37.416159, -122.131337",37.416159,-122.131337,,24492,,NA,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1
8727-JQFHV,Female,,66,No,Yes,66,66,Yes,,Yes,1,1,,Bethel Island,"38.050558, -121.646924",38.050558,-121.646924,,2379,,5,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
1024-VRZHF,Male,,80,NA,Yes,80,80,Yes,,No,0,0,,NA,"37.924838, -122.289145",37.924838,-122.289145,,NA,,NA,,,Yes,10,10,10,7,,,Offer E,,,No,0,No,Yes,NA,13,Yes,No,No,No,No,No,NA,Yes,One Year,No,Bank Withdrawal,29.8,NA,11.83,0,0,208.62,NA,NA,TRUE,1
7786-WBJYI,Female,,80,NA,Yes,80,80,No,,No,NA,0,,Fremont,"37.572273, -121.964583",37.572273,NA,,66543,,3,,,No,0,0,0,56,,,None,,,Yes,37.3,Yes,Yes,DSL,8,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,73.25,NA,17.16,NA,2088.8,NA,No Churn,NA,TRUE,0
9732-KPKBW,Male,,69,No,Yes,69,69,Yes,,No,0,0,,Yountville,"38.421458, -122.365048",38.421458,-122.365048,,2873,,5,,,Yes,2,2,2,23,,,None,,,Yes,NA,No,No,None,NA,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.75,NA,37.64,0,1054.09,NA,NA,TRUE,NA,0
5307-UVGNB,Female,,73,No,Yes,73,73,No,,No,0,0,,NA,NA,37.787186,-122.14633,,NA,,4,,,No,0,0,0,5,,,Offer E,,,Yes,NA,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,84.7,392.5,41.2,0,NA,422.4,NA,TRUE,NA,0
4097-YODCF,Female,,67,No,Yes,67,67,NA,,No,0,0,,NA,"37.750553, -122.197175",37.750553,-122.197175,,30751,,4,,,Yes,NA,1,1,45,,,None,,,Yes,NA,No,Yes,Fiber Optic,24,NA,No,Yes,No,NA,Yes,No,Yes,One Year,Yes,Bank Withdrawal,86.1,NA,12.19,0,1838.25,5687.51,No Churn,NA,TRUE,0
6804-GDMOI,Female,,69,No,Yes,69,69,Yes,,No,0,0,,Berkeley,"37.863843, -122.275684",NA,-122.275684,,19763,,NA,,,Yes,2,2,2,60,,,None,,,NA,24.62,No,Yes,Fiber Optic,30,Yes,NA,Yes,Yes,Yes,NA,No,Yes,Two Year,Yes,Bank Withdrawal,110,6668.35,0,0,NA,8145.55,No Churn,NA,TRUE,0
1251-KRREG,Female,,80,No,Yes,80,80,Yes,,NA,0,0,,Penngrove,"38.325599, -122.642352",38.325599,NA,,3777,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
8512-WIWYV,Male,,68,NA,Yes,68,68,No,,No,0,0,,Stinson Beach,"37.921137, -122.657562",37.921137,NA,,781,,4,,,No,0,0,0,20,,,NA,,,Yes,22.31,No,Yes,DSL,21,Yes,No,No,Yes,No,No,No,NA,One Year,No,Credit Card,54,1055.9,0,0,446.2,1502.1,No Churn,NA,TRUE,0
9200-NLNPD,Female,,71,No,Yes,71,71,NA,,No,0,0,,NA,NA,NA,-122.100006,,1007,,NA,,,No,0,0,0,59,,,None,,,NA,6.13,Yes,Yes,Fiber Optic,2,No,Yes,No,No,No,No,No,NA,Two Year,Yes,Credit Card,79.2,4590.35,0,0,NA,4952.02,No Churn,NA,TRUE,0
8133-ANHHJ,Male,,74,No,Yes,74,74,Yes,,No,0,0,,Castroville,"36.784481, -121.759054",36.784481,NA,,8582,,5,,,NA,6,6,6,46,,,None,,,Yes,4.2,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,98.85,4564.9,NA,0,193.2,4758.1,No Churn,NA,TRUE,0
0916-KNFAJ,Female,,69,No,Yes,69,69,NA,,No,0,0,,San Jose,"37.333851, -121.891147",37.333851,-121.891147,,561,,3,,,No,0,0,0,71,,,Offer A,,,Yes,NA,Yes,Yes,NA,22,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,NA,Credit Card,89.85,6293.45,0,NA,NA,9088.14,No Churn,NA,TRUE,0
1346-UFHAX,Male,,70,No,NA,70,70,No,,No,0,0,,NA,NA,NA,NA,,NA,,3,,,No,0,0,0,47,,,None,,,Yes,44.08,Yes,Yes,NA,20,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,86.05,3865.6,0,0,2071.76,5937.36,NA,TRUE,NA,0
3398-FSHON,Female,,NA,No,Yes,72,72,Yes,,No,0,0,,San Jose,"37.218705, -121.762429",37.218705,-121.762429,,7023,,3,,,Yes,1,1,1,72,,,Offer A,,,NA,4.59,NA,Yes,Fiber Optic,27,NA,Yes,Yes,Yes,Yes,Yes,No,NA,Two Year,Yes,Bank Withdrawal,NA,8333.95,0,0,330.48,8664.43,NA,TRUE,NA,0
8097-OMULG,Male,,NA,No,Yes,72,72,Yes,,Yes,1,1,,NA,NA,NA,NA,,NA,,5,,,Yes,8,8,8,NA,,,None,,,Yes,28.64,Yes,Yes,Fiber Optic,22,No,No,No,No,NA,No,NA,Yes,One Year,Yes,Credit Card,NA,775.3,0,0,315.04,1090.34,No Churn,NA,TRUE,0
2661-GKBTK,Female,,65,No,Yes,65,65,Yes,,No,0,0,,NA,NA,NA,NA,,NA,,NA,,,Yes,5,5,5,62,,,NA,,,Yes,NA,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,NA,No,No,Yes,NA,Yes,Credit Card,97.95,5936.55,0,0,707.42,6643.97,No Churn,NA,TRUE,0
8749-TZYEC,NA,,67,No,NA,67,67,Yes,,NA,NA,0,,Hathaway Pines,"38.184914, -120.364085",38.184914,-120.364085,,335,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1
3859-CVCET,Female,,72,No,Yes,72,72,Yes,,No,NA,0,,Lodi,"38.128087, -121.4078",38.128087,-121.4078,,22073,,3,,,Yes,1,1,1,71,,,Offer A,,,Yes,37.53,Yes,Yes,DSL,24,NA,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.7,5831.2,0,0,2664.63,8495.83,No Churn,NA,TRUE,0
7096-ZNBZI,Male,,68,No,Yes,68,68,No,,No,NA,0,,Sheep Ranch,"38.244806, -120.417301",38.244806,-120.417301,,88,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,0
2886-KEFUM,Female,,77,NA,Yes,77,77,Yes,,Yes,2,2,,Wallace,"38.192608, -120.957842",38.192608,NA,,NA,,3,,,Yes,1,1,1,32,,,NA,,,Yes,49.21,Yes,Yes,Fiber Optic,19,NA,Yes,No,No,Yes,Yes,NA,Yes,One Year,Yes,Bank Withdrawal,100.4,3217.65,0,0,1574.72,4792.37,No Churn,NA,TRUE,0
7137-RYLPP,Male,,71,No,Yes,71,71,Yes,,No,0,0,,Catheys Valley,"37.394411, -120.127262",37.394411,-120.127262,,NA,,3,,,Yes,NA,1,1,43,,,None,,,Yes,4.59,Yes,Yes,Fiber Optic,5,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.3,3953.15,0,0,197.37,NA,No Churn,NA,TRUE,0
8347-GDTMP,Male,,77,No,Yes,77,77,Yes,,No,0,0,,Waterford,"37.669516, -120.626964",37.669516,-120.626964,,8308,,NA,,,Yes,2,2,2,61,,,None,,,Yes,2.19,Yes,NA,NA,8,NA,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,98.3,6066.55,0,NA,133.59,NA,NA,NA,TRUE,1
5451-YHYPW,Male,,NA,No,Yes,72,72,Yes,,No,0,0,,Albion,"39.225694, -123.717354",39.225694,-123.717354,,1054,,NA,,,Yes,6,6,6,23,,,None,,,Yes,46.82,No,Yes,Fiber Optic,11,No,No,No,No,NA,Yes,No,No,One Year,Yes,Bank Withdrawal,90.45,2117.25,0,30,1076.86,3224.11,No Churn,NA,TRUE,0
9544-PYPSJ,Female,,67,No,Yes,67,67,Yes,,No,0,0,,NA,NA,NA,NA,,NA,,3,,,Yes,5,5,5,55,,,None,,,Yes,33.21,No,Yes,Fiber Optic,NA,NA,No,Yes,Yes,Yes,No,NA,Yes,Two Year,No,Credit Card,88.8,4805.3,0,0,1826.55,6631.85,NA,TRUE,NA,0
3946-MHCZW,Female,,67,No,Yes,67,67,No,,No,0,0,,Dos Rios,"39.756049, -123.358701",NA,-123.358701,,91,,3,,,No,0,0,0,45,,,Offer B,,,NA,0,No,Yes,Cable,4,NA,No,No,No,No,Yes,No,NA,NA,No,Bank Withdrawal,34.2,1596.6,0,0,0,1596.6,No Churn,NA,TRUE,0
8481-YYXWG,Female,,66,No,Yes,66,66,No,,No,NA,0,,Glenhaven,"39.045246, -122.743181",39.045246,-122.743181,,175,,4,,,NA,NA,0,0,4,,,None,,,Yes,8.75,Yes,Yes,Fiber Optic,4,Yes,No,No,No,No,NA,No,No,One Year,Yes,Bank Withdrawal,80.25,303.7,0,30,35,368.7,No Churn,NA,TRUE,0
3317-VLGQT,Male,,75,No,Yes,75,75,Yes,,No,0,0,,Kelseyville,"38.93496, -122.792243",38.93496,NA,,NA,,4,,,Yes,5,5,5,49,,,NA,,,NA,26,Yes,NA,Fiber Optic,16,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,NA,88.2,4159.45,0,0,1274,NA,No Churn,NA,TRUE,0
7975-JMZNT,Female,,78,NA,Yes,78,78,Yes,,No,0,0,,NA,NA,NA,NA,,NA,,3,,,Yes,NA,1,1,71,,,Offer A,,,Yes,12.26,No,Yes,Fiber Optic,NA,Yes,Yes,Yes,Yes,Yes,No,No,NA,Two Year,Yes,Bank Withdrawal,99.4,7168.25,0,0,870.46,8038.71,NA,TRUE,NA,0
8455-HIRAQ,Male,,75,No,Yes,75,75,Yes,,No,0,0,,NA,NA,NA,NA,,NA,,3,,,Yes,3,3,3,72,,,NA,,,Yes,NA,Yes,Yes,Cable,NA,Yes,NA,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,84.45,5899.85,0,0,1203.84,7103.69,No Churn,NA,TRUE,0
5673-TIYIB,Female,,71,No,Yes,71,71,No,,NA,0,0,,Westport,"39.724433, -123.767578",NA,-123.767578,,309,,5,,,No,0,0,0,NA,,,None,,,NA,21.49,No,Yes,Fiber Optic,4,No,No,NA,No,Yes,NA,NA,Yes,One Year,No,Bank Withdrawal,80.7,1614.2,0,0,429.8,2044,No Churn,NA,TRUE,0
9769-TSBZE,Male,,66,No,Yes,66,66,Yes,,No,NA,0,,Elverta,"38.734997, -121.463719",38.734997,-121.463719,,6197,,NA,,,Yes,NA,1,1,61,,,NA,,,Yes,26.55,NA,Yes,Fiber Optic,NA,No,Yes,No,NA,No,No,No,Yes,NA,Yes,Bank Withdrawal,82.15,4904.85,0,0,1619.55,6524.4,No Churn,NA,TRUE,0
4238-JSSWH,Male,,79,No,NA,79,79,No,,No,0,0,,Shingle Springs,"38.598936, -120.963092",38.598936,-120.963092,,24738,,4,,,No,0,0,0,29,,,Offer C,,,Yes,6.59,No,Yes,NA,21,No,Yes,Yes,NA,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,101.45,2948.6,0,60,191.11,3199.71,NA,NA,TRUE,1
3070-FNFZQ,Female,,69,No,Yes,69,69,No,,No,NA,0,,Vacaville,"38.419088, -122.024568",38.419088,-122.024568,,NA,,3,,,No,0,0,0,18,,,None,,,NA,41.13,No,NA,Cable,23,NA,Yes,No,No,No,No,NA,Yes,One Year,Yes,Credit Card,49.85,865.75,0,0,740.34,1606.09,No Churn,NA,TRUE,0
2466-FCCPT,Male,,70,No,Yes,70,70,Yes,,NA,NA,0,,Applegate,"38.983388, -120.988814",38.983388,-120.988814,,1526,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,0
1843-TLSGD,Male,,69,No,Yes,69,69,No,,NA,0,0,,Camino,"38.748316, -120.675512",38.748316,-120.675512,,4829,,5,,,No,0,0,0,44,,,NA,,,Yes,47.06,NA,Yes,Fiber Optic,NA,No,No,Yes,No,No,No,No,NA,One Year,No,Bank Withdrawal,73.85,3122.4,0,100,NA,5293.04,No Churn,NA,TRUE,0
8919-FYFQZ,NA,,68,No,Yes,68,68,Yes,,No,0,0,,Pollock Pines,"38.733908, -120.453416",38.733908,-120.453416,,8577,,3,,,Yes,8,8,8,65,,,Offer B,,,Yes,15.3,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,NA,Credit Card,109.4,NA,0,0,994.5,8221.95,NA,NA,TRUE,1
4482-FTFFX,Female,,66,No,Yes,66,66,Yes,,No,0,0,,Roseville,"38.784329, -121.373245",38.784329,-121.373245,,25418,,3,,,Yes,5,5,5,58,,,Offer B,,,Yes,45.37,NA,Yes,NA,28,No,Yes,No,NA,Yes,Yes,NA,Yes,One Year,Yes,Bank Withdrawal,97.8,5458.8,0,0,2631.46,8090.26,No Churn,NA,TRUE,0
7580-UGXNC,Female,,67,NA,Yes,67,67,No,,No,0,0,,Sacramento,NA,38.550722,-121.457314,,14966,,3,,,No,0,0,0,6,,,Offer E,,,Yes,2.03,No,No,None,NA,No,No,No,No,NA,No,No,No,Two Year,No,Bank Withdrawal,19.5,106.8,NA,0,12.18,NA,No Churn,NA,TRUE,0
5494-WOZRZ,Male,,69,No,NA,69,69,No,,No,0,0,,Sacramento,"38.53508, -121.444144",38.53508,-121.444144,,37031,,3,,,No,0,0,0,52,,,Offer B,,,No,0,No,NA,DSL,19,Yes,No,No,NA,Yes,Yes,Yes,NA,Two Year,NA,Credit Card,48.8,2555.05,0,0,0,2555.05,No Churn,NA,TRUE,0
1866-RZZQS,Female,,73,No,Yes,73,73,Yes,,No,0,0,,NA,NA,NA,NA,,NA,,4,,,Yes,NA,1,1,69,,,None,,,NA,19.39,Yes,Yes,Fiber Optic,NA,No,Yes,No,Yes,NA,Yes,Yes,Yes,Two Year,No,Credit Card,105.4,6998.95,0,0,1337.91,8336.86,No Churn,NA,TRUE,0
2040-VZIKE,Female,,74,No,Yes,74,74,No,,No,0,0,,Brownsville,"39.440687, -121.263583",NA,NA,,1237,,4,,,No,0,0,0,13,,,None,,,NA,NA,No,Yes,Fiber Optic,24,NA,No,Yes,No,Yes,Yes,NA,Yes,Two Year,Yes,NA,96.85,1235.55,0,0,346.84,1582.39,No Churn,NA,TRUE,0
2180-DXNEG,Female,,70,No,Yes,70,70,Yes,,No,0,0,,NA,"39.432127, -121.099287",39.432127,-121.099287,,632,,4,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
5968-HYJRZ,Female,,73,No,Yes,73,73,Yes,,NA,0,0,,NA,NA,NA,NA,,NA,,NA,,,No,0,0,0,66,,,None,,,Yes,44.01,Yes,Yes,Cable,17,No,Yes,Yes,NA,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.85,4738.85,0,0,2904.66,7643.51,NA,TRUE,NA,0
2039-JONDJ,NA,,79,No,NA,79,79,Yes,,No,0,0,,NA,NA,NA,NA,,NA,,3,,,Yes,9,9,9,64,,,Offer B,,,Yes,NA,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.25,6081.4,0,NA,1493.12,7574.52,No Churn,NA,TRUE,0
3466-RITXD,NA,,NA,No,Yes,72,72,No,,No,0,0,,Greenville,"40.160386, -120.835428",40.160386,-120.835428,,2064,,4,,,NA,NA,0,0,45,,,Offer B,,,Yes,34.12,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,NA,Yes,One Year,Yes,Bank Withdrawal,NA,4735.35,0,0,NA,6270.75,NA,TRUE,NA,0
9992-UJOEL,NA,,74,No,Yes,74,74,Yes,,Yes,3,3,,Live Oak,"39.258746, -121.77697",39.258746,-121.77697,,8695,,5,,,Yes,4,4,4,23,,,None,,,NA,2.03,No,NA,Fiber Optic,53,No,Yes,Yes,NA,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,NA,2130.55,NA,0,46.69,2177.24,NA,NA,TRUE,1
2344-JMOGN,Male,,68,No,NA,68,68,Yes,,No,0,0,,Williams,"39.117537, -122.284654",39.117537,-122.284654,,NA,,NA,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
4817-KEQSP,Male,,75,No,Yes,75,75,Yes,,No,0,0,,NA,NA,NA,NA,,NA,,5,,,Yes,4,4,4,6,,,None,,,Yes,16.87,Yes,Yes,Fiber Optic,17,No,No,Yes,No,No,No,No,NA,Two Year,Yes,Bank Withdrawal,NA,457.1,0,30,101.22,588.32,NA,TRUE,NA,0
1960-UYCNN,Male,,NA,No,NA,NA,NA,No,,No,0,0,,Forks Of Salmon,"41.232128, -123.194748",41.232128,-123.194748,,170,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,0
7641-EUYET,Male,,75,No,Yes,75,75,No,,No,0,0,,Greenview,"41.528541, -122.955018",41.528541,-122.955018,,NA,,3,,,No,0,0,0,11,,,None,,,Yes,2.63,Yes,Yes,Fiber Optic,13,NA,Yes,Yes,Yes,Yes,Yes,No,NA,Two Year,Yes,Bank Withdrawal,111.4,1183.05,0,40,28.93,1251.98,No Churn,NA,TRUE,0
0123-CRBRT,Female,,78,NA,Yes,78,78,Yes,,No,0,0,,Junction City,"40.913192, -123.06597",40.913192,-123.06597,,734,,5,,,Yes,NA,1,1,68,,,None,,,Yes,NA,No,Yes,NA,NA,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.65,3975.9,0,0,NA,6733.3,NA,NA,TRUE,1
2792-VPPET,NA,,75,No,Yes,75,75,No,,No,0,0,,Macdoel,"41.769709, -121.92063",NA,-121.92063,,NA,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1
9546-CQJSU,Female,,66,No,Yes,66,66,No,,No,0,0,,Mineral,"40.408796, -121.579609",40.408796,-121.579609,,124,,NA,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1
9513-DXHDA,Female,,67,No,Yes,67,67,NA,,No,0,0,,Fallbrook,"33.362575, -117.299644",33.362575,-117.299644,,42239,,NA,,,NA,0,0,0,NA,,,NA,,,Yes,NA,No,Yes,Cable,7,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,64.95,NA,0,0,54.74,548.39,No Churn,NA,TRUE,0
7758-UJWYS,Male,,67,No,Yes,67,67,Yes,,Yes,2,2,,NA,NA,NA,NA,,NA,,NA,,,Yes,4,4,4,72,,,None,,,NA,16.82,No,Yes,Fiber Optic,25,Yes,No,Yes,NA,Yes,Yes,No,No,Two Year,Yes,Credit Card,104.1,NA,0,NA,1211.04,8698.74,No Churn,NA,TRUE,0
0595-ITUDF,Male,,79,No,Yes,79,79,NA,,No,0,0,,NA,NA,NA,NA,,NA,,NA,,,Yes,7,7,7,38,,,Offer C,,,Yes,4.75,Yes,NA,NA,24,No,Yes,NA,No,Yes,Yes,NA,NA,Two Year,NA,NA,102.6,4009.2,45.81,0,180.5,NA,No Churn,NA,TRUE,0
6161-ERDGD,Female,,70,No,Yes,70,70,Yes,,No,0,0,,NA,"34.099869, -118.326843",34.099869,-118.326843,,30568,,4,,,Yes,3,3,3,67,,,None,,,NA,2.67,Yes,Yes,Fiber Optic,25,NA,Yes,NA,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,105.4,7035.6,0,0,178.89,7214.49,NA,NA,TRUE,1
3058-WQDRE,Male,,72,No,Yes,72,72,No,,Yes,1,1,,NA,NA,NA,NA,,NA,,4,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1
4967-WPNCF,Male,,71,NA,Yes,71,71,NA,,No,0,0,,NA,"34.070291, -118.349191",34.070291,-118.349191,,32901,,3,,,No,0,0,0,27,,,Offer C,,,Yes,30.49,No,Yes,Fiber Optic,16,No,NA,No,No,No,NA,No,Yes,Two Year,Yes,Bank Withdrawal,70.55,1943.9,29.99,0,823.23,2737.14,NA,TRUE,NA,0
5948-UJZLF,Female,,68,NA,Yes,68,68,Yes,,No,0,0,,NA,"34.044271, -118.185237",34.044271,-118.185237,,55668,,4,,,Yes,4,4,4,55,,,None,,,Yes,NA,Yes,Yes,Fiber Optic,21,No,Yes,Yes,Yes,No,NA,NA,Yes,Two Year,No,Bank Withdrawal,NA,5044.8,12.48,0,1250.7,6283.02,No Churn,NA,TRUE,0
3088-LHEFH,NA,,74,NA,Yes,74,74,NA,,No,0,0,,Los Angeles,NA,34.108833,NA,,47534,,4,,,NA,0,0,0,3,,,None,,,Yes,46.65,No,Yes,NA,25,No,No,NA,No,NA,No,NA,Yes,NA,No,NA,73.85,196.4,0,0,139.95,336.35,NA,TRUE,NA,0
1785-BPHTP,Male,,69,No,NA,69,69,No,,No,0,0,,Los Angeles,"34.057496, -118.413959",34.057496,-118.413959,,2527,,3,,,No,0,0,0,30,,,NA,,,Yes,NA,Yes,Yes,DSL,30,NA,No,Yes,NA,Yes,No,No,Yes,Two Year,Yes,Credit Card,69.1,2093.9,21.08,0,597.6,2670.42,NA,NA,TRUE,1
2833-SLKDQ,NA,,76,No,Yes,76,76,No,,No,0,0,,Compton,"33.912246, -118.236773",NA,-118.236773,,29825,,3,,,No,0,0,0,2,,,None,,,Yes,32.98,NA,Yes,Fiber Optic,14,No,Yes,No,No,Yes,No,NA,Yes,Two Year,Yes,Bank Withdrawal,83.8,163.7,0,0,65.96,229.66,No Churn,NA,TRUE,0
1754-GKYPY,Male,,80,No,Yes,80,80,Yes,,Yes,2,2,,Huntington Park,"33.97803, -118.217141",33.97803,-118.217141,,78114,,5,,,Yes,10,10,10,61,,,NA,,,Yes,4.51,Yes,Yes,Fiber Optic,22,NA,NA,No,No,Yes,Yes,Yes,NA,NA,No,Bank Withdrawal,99,5969.3,21.17,0,275.11,6223.24,No Churn,NA,TRUE,0
9668-PUGNU,Male,,75,NA,Yes,75,75,NA,,No,0,0,,Inglewood,"33.956445, -118.358634",33.956445,-118.358634,,37527,,NA,,,No,0,0,0,52,,,None,,,Yes,23.04,Yes,NA,Fiber Optic,25,No,Yes,NA,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.75,5832,6.26,0,1198.08,7023.82,No Churn,NA,TRUE,0
7504-UWHNB,Female,,70,NA,NA,70,70,NA,,No,0,0,,NA,NA,NA,NA,,NA,,4,,,Yes,NA,1,1,NA,,,None,,,Yes,28.09,Yes,NA,Fiber Optic,20,Yes,Yes,Yes,Yes,No,No,No,NA,Two Year,NA,Bank Withdrawal,96.6,NA,0,0,NA,NA,No Churn,NA,TRUE,0
4915-BFSXL,Female,,76,No,NA,76,76,No,,No,NA,0,,NA,NA,NA,NA,,NA,,5,,,No,0,0,0,44,,,NA,,,Yes,7.72,No,Yes,DSL,17,No,No,NA,Yes,Yes,Yes,NA,Yes,One Year,No,Bank Withdrawal,74.85,3268.05,NA,0,339.68,3589.82,NA,NA,TRUE,1
0060-FUALY,Male,,67,No,Yes,67,67,No,,NA,0,0,,La Mirada,"33.902045, -118.008961",NA,-118.008961,,NA,,NA,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
