Customer ID,Count.x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Count.y,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,ID,Population,Satisfaction Score,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category,is_test,is_train
3963-RYFNS,1,Female,55,No,NA,NA,No,0,1,United States,NA,King City,93930,"36.220761, -120.980777",36.220761,NA,872,14477,NA,NA,Q3,NA,0,3,Offer E,Yes,47.62,No,Yes,Cable,29,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,307.4,0,NA,NA,450.26,Competitor,NA,TRUE
6901-GOGZG,1,NA,46,NA,No,Yes,NA,0,1,United States,California,Marina,93933,"36.689582, -121.758398",36.689582,-121.758398,874,21759,NA,NA,Q3,Yes,1,4,Offer E,Yes,14.3,NA,Yes,Fiber Optic,NA,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.6,319.15,0,0,57.2,NA,Competitor,NA,TRUE
3237-AJGEH,1,Male,24,NA,No,Yes,No,0,1,United States,California,Pebble Beach,93953,NA,36.587497,-121.944815,877,4602,NA,1,Q3,No,0,59,NA,Yes,6.91,Yes,Yes,Fiber Optic,52,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.55,5084.65,0,0,407.69,5492.34,Competitor,NA,TRUE
3999-WRNGR,1,Female,54,No,No,No,No,0,1,United States,California,Daly City,94014,"37.691561, -122.445202",37.691561,-122.445202,885,47453,NA,1,Q3,NA,0,15,None,Yes,22.39,No,Yes,Fiber Optic,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,NA,Bank Withdrawal,105.1,1582.75,0,0,335.85,1918.6,NA,NA,TRUE
2674-MIAHT,1,Male,53,No,No,No,No,NA,1,United States,NA,Loma Mar,94021,"37.266388, -122.26308",37.266388,-122.26308,889,148,1,1,Q3,No,0,10,None,Yes,18.03,No,Yes,Fiber Optic,6,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,110.1,NA,0,0,180.3,1223.6,Competitor,NA,TRUE
7473-ZBDSN,1,Female,40,No,No,No,NA,0,1,NA,California,Los Altos,94024,"37.352911, -122.093002",37.352911,-122.093002,891,21496,NA,NA,NA,No,0,NA,None,Yes,25.93,No,Yes,NA,24,No,No,Yes,NA,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.9,497.55,0,0,155.58,653.13,NA,NA,TRUE
4827-LTQRJ,1,Female,48,NA,No,NA,No,0,1,United States,California,Mountain View,94040,NA,NA,-122.086022,898,32143,2,1,Q3,Yes,3,63,Offer B,NA,8.98,Yes,Yes,Fiber Optic,NA,Yes,Yes,Yes,No,NA,NA,No,No,Month-to-Month,Yes,Bank Withdrawal,100.55,6215.35,0,0,565.74,NA,NA,TRUE,NA
8165-ZJRNM,NA,Male,55,No,No,Yes,No,0,1,United States,California,Mountain View,94043,"37.419725, -122.062947",37.419725,-122.062947,900,27822,2,1,Q3,Yes,6,50,Offer B,Yes,42.21,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,NA,Yes,Yes,NA,Yes,Bank Withdrawal,NA,5017.9,0,0,NA,7128.4,Price,NA,TRUE
8039-ACLPL,NA,Female,64,No,No,No,No,0,1,United States,California,San Bruno,94066,"37.624436, -122.430661",37.624436,-122.430661,907,39566,1,1,Q3,No,0,12,NA,Yes,34.92,No,Yes,NA,23,Yes,NA,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,NA,1120.95,0,0,419.04,1539.99,Price,NA,TRUE
0310-VQXAM,1,Female,27,NA,No,No,No,0,1,United States,California,South San Francisco,94080,"37.654436, -122.426468",NA,NA,910,60599,2,1,NA,No,0,9,None,Yes,38.76,Yes,Yes,NA,82,No,NA,Yes,NA,NA,Yes,Yes,Yes,Month-to-Month,No,Credit Card,98.3,923.5,0,0,348.84,NA,NA,NA,TRUE
0330-BGYZE,1,Male,36,No,No,No,No,0,1,United States,California,Sunnyvale,94086,"37.378541, -122.020456",37.378541,-122.020456,911,64010,NA,1,Q3,No,0,17,None,Yes,4.51,No,Yes,Fiber Optic,13,Yes,NA,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.85,1625.65,0,0,76.67,1702.32,NA,TRUE,NA
9308-ANMVE,1,Female,37,No,No,No,NA,0,1,United States,California,San Francisco,NA,"37.746699, -122.442833",37.746699,-122.442833,NA,NA,1,1,Q3,No,NA,13,None,Yes,3.84,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,NA,NA,Bank Withdrawal,81.15,952.3,0,0,NA,1002.22,NA,TRUE,NA
5480-XTFFL,1,Female,NA,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Q3,No,0,6,None,Yes,19.74,Yes,Yes,Fiber Optic,27,Yes,No,No,No,NA,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.05,434.5,0,0,118.44,552.94,Dissatisfaction,NA,TRUE
5533-NHFRF,1,Female,NA,NA,No,No,No,0,1,United States,California,Antioch,94509,"37.980057, -121.801599",37.980057,NA,954,90891,NA,NA,Q3,No,0,3,None,NA,23.82,NA,Yes,NA,24,NA,No,NA,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.4,215.8,0,0,71.46,287.26,NA,NA,TRUE
7941-RCJOW,1,Male,21,Yes,No,Yes,No,NA,1,United States,California,Concord,94520,"38.013825, -122.039144",38.013825,-122.039144,964,36186,3,1,Q3,Yes,1,1,None,NA,32.08,No,NA,DSL,73,NA,No,NA,No,No,NA,Yes,Yes,NA,No,Credit Card,44.7,44.7,NA,0,32.08,NA,Other,NA,TRUE
5527-ACHSO,1,Male,NA,No,No,No,No,0,1,United States,California,Hayward,94541,NA,37.674002,-122.076796,975,60274,3,1,Q3,No,0,7,None,Yes,9.14,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,NA,112.3,0,0,63.98,NA,Attitude,NA,TRUE
7359-WWYJV,1,Female,57,No,No,No,NA,NA,1,United States,California,Hayward,94545,"37.62984, -122.120843",37.62984,-122.120843,978,27311,NA,1,Q3,No,0,NA,None,Yes,48.34,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,Yes,NA,Yes,Month-to-Month,Yes,Bank Withdrawal,96,NA,0,0,96.68,NA,Competitor,NA,TRUE
8642-GVWRF,1,Female,30,No,No,No,No,0,NA,United States,California,Castro Valley,94546,"37.708327, -122.083473",37.708327,-122.083473,979,41698,NA,1,Q3,No,NA,1,Offer E,Yes,15.44,No,Yes,Fiber Optic,51,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,90.55,90.55,0,NA,15.44,165.99,NA,TRUE,NA
2920-RNCEZ,1,Male,30,No,No,No,No,0,1,United States,California,Martinez,94553,"38.014457, -122.115432",38.014457,NA,984,46677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Competitor,NA,TRUE
2951-QOQTK,NA,Male,51,No,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Q3,NA,0,1,Offer E,Yes,45.66,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,NA,Yes,Bank Withdrawal,NA,69.9,0,0,NA,NA,NA,TRUE,NA
3217-FZDMN,1,Male,41,NA,NA,No,No,0,1,United States,California,Pinole,94564,"37.996462, -122.293716",NA,-122.293716,992,16717,NA,1,Q3,No,0,1,Offer E,Yes,5.43,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,NA,86.6,0,0,5.43,92.03,NA,NA,TRUE
7994-UYIVZ,1,Female,61,No,No,No,No,NA,1,United States,California,San Lorenzo,94580,"37.676249, -122.132415",37.676249,-122.132415,1005,26240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Competitor,NA,TRUE
2660-EMUBI,1,Female,46,No,No,No,No,0,1,United States,California,Union City,94587,"37.59485, -122.051521",37.59485,-122.051521,1009,66472,NA,1,Q3,No,0,7,Offer E,NA,48.36,No,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,NA,Yes,Bank Withdrawal,95.35,660.9,34.29,0,338.52,965.13,Competitor,NA,TRUE
9073-ZZIAY,NA,Female,33,No,No,No,No,0,1,United States,California,Walnut Creek,NA,"37.862128, -122.075197",37.862128,-122.075197,NA,NA,1,1,Q3,No,NA,18,None,Yes,34.21,Yes,Yes,Fiber Optic,19,No,No,No,Yes,NA,Yes,Yes,Yes,Month-to-Month,NA,Bank Withdrawal,90.1,1612.75,48.26,0,615.78,2180.27,NA,TRUE,NA
6400-BWQKW,1,Male,53,No,No,Yes,No,0,1,United States,California,NA,NA,"37.792489, -122.244314",37.792489,NA,NA,NA,1,1,Q3,NA,1,18,None,Yes,2.86,No,Yes,DSL,22,No,No,Yes,No,No,NA,Yes,Yes,Month-to-Month,No,Bank Withdrawal,57.45,990.85,15.73,0,51.48,1026.6,Competitor,NA,TRUE
5351-QESIO,1,Male,62,No,No,Yes,No,0,1,United States,California,Albany,94706,"37.890274, -122.295192",37.890274,-122.295192,1037,15882,3,1,Q3,Yes,1,26,Offer C,Yes,35.9,NA,Yes,Cable,NA,No,No,NA,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,2070.6,0,NA,933.4,NA,Competitor,NA,TRUE
1846-XWOQN,NA,Male,44,No,NA,Yes,No,0,1,United States,California,San Rafael,94903,"38.018065, -122.546024",38.018065,NA,1048,28403,1,1,Q3,NA,1,38,None,NA,35.61,No,Yes,Fiber Optic,13,Yes,Yes,No,No,No,No,No,NA,Month-to-Month,Yes,Bank Withdrawal,79.45,NA,9.36,40,1353.18,4396.87,NA,NA,TRUE
2868-MZAGQ,1,Male,37,No,No,Yes,No,0,1,United States,California,Bodega Bay,94923,"38.377165, -123.037957",38.377165,NA,1052,1785,2,1,Q3,Yes,1,32,None,Yes,5.99,No,NA,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,NA,2347.9,19.67,NA,191.68,2519.91,Other,NA,TRUE
6345-FZOQH,1,Female,50,No,No,No,No,0,1,United States,California,Cotati,94931,"38.326215, -122.718742",38.326215,-122.718742,1058,7936,3,1,Q3,No,0,1,Offer E,Yes,6.08,No,NA,None,0,No,No,No,No,No,NA,NA,No,Month-to-Month,No,Mailed Check,19.65,19.65,0,0,6.08,25.73,Competitor,NA,TRUE
7993-NQLJE,1,NA,55,No,No,No,No,0,NA,United States,California,Larkspur,94939,"37.937082, -122.532369",37.937082,-122.532369,1062,6773,2,NA,Q3,No,0,5,NA,No,0,No,Yes,DSL,2,No,No,NA,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,39.5,210.75,39.27,NA,0,171.48,Competitor,NA,TRUE
7319-ZNRTR,1,Male,58,No,No,Yes,No,0,1,United States,NA,Marshall,94940,"38.129308, -122.834815",38.129308,-122.834815,1063,406,NA,NA,Q3,Yes,1,40,Offer B,NA,16.33,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,NA,3706.95,41.85,0,653.2,NA,NA,TRUE,NA
8807-ARQET,1,Female,26,Yes,No,No,NA,0,1,United States,California,Novato,94945,"38.135897, -122.563683",38.135897,-122.563683,1065,16429,3,1,NA,No,0,5,Offer E,Yes,43.99,No,Yes,Fiber Optic,42,No,NA,No,NA,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80,412.5,40,10,219.95,602.45,Competitor,NA,TRUE
9063-ZGTUY,1,Female,40,No,NA,No,No,0,1,United States,California,Nicasio,94946,"38.065359, -122.665566",38.065359,-122.665566,1066,607,1,1,Q3,No,0,10,None,NA,45.69,No,Yes,Fiber Optic,18,NA,NA,NA,NA,NA,No,No,Yes,Month-to-Month,Yes,Mailed Check,84.7,832.05,12.81,0,NA,1276.14,Competitor,NA,TRUE
7048-GXDAY,NA,Male,49,No,No,Yes,No,0,1,NA,California,Novato,94947,"38.112166, -122.634384",NA,NA,1067,24741,1,1,Q3,Yes,1,2,Offer E,NA,8.86,No,Yes,Fiber Optic,23,No,No,No,No,NA,Yes,Yes,Yes,Month-to-Month,Yes,NA,89.55,185.55,0,0,17.72,203.27,NA,NA,TRUE
1853-UDXBW,1,NA,21,NA,No,No,NA,0,1,United States,NA,Novato,94949,"38.067204, -122.524004",38.067204,-122.524004,1068,13361,NA,1,Q3,No,0,23,None,Yes,38.69,Yes,Yes,Cable,69,No,No,No,Yes,Yes,No,Yes,Yes,NA,Yes,Bank Withdrawal,90.6,1943.2,4.73,0,889.87,2828.34,NA,NA,TRUE
5055-MGMGF,NA,Female,64,No,No,No,No,0,1,United States,California,San Anselmo,94960,"37.99272, -122.575026",37.99272,-122.575026,1074,16849,NA,1,Q3,No,0,23,None,NA,3.55,Yes,Yes,NA,NA,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.05,NA,27.38,0,81.65,NA,NA,NA,TRUE
6865-JZNKO,1,Male,54,No,No,Yes,No,0,1,United States,California,Sausalito,94965,"37.848641, -122.515692",37.848641,-122.515692,1077,11213,2,1,Q3,Yes,1,49,Offer B,NA,20.48,Yes,NA,Fiber Optic,22,NA,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,NA,NA,0,1003.52,5843.03,NA,NA,TRUE
1385-TQOZW,NA,Female,46,No,NA,NA,NA,0,1,NA,California,Tomales,94971,"38.240769, -122.901041",38.240769,-122.901041,1079,384,NA,1,Q3,No,0,2,NA,Yes,26.44,No,NA,NA,24,No,No,No,No,No,No,NA,Yes,Month-to-Month,No,Bank Withdrawal,69.75,NA,0,0,52.88,197.43,NA,TRUE,NA
4332-MUOEZ,NA,Female,NA,No,No,No,NA,NA,1,United States,California,Valley Ford,94972,NA,38.339996,-122.935056,1080,66,1,1,Q3,No,0,NA,NA,Yes,14.7,NA,Yes,DSL,13,No,Yes,No,No,No,No,NA,No,Month-to-Month,Yes,Credit Card,49.05,91.1,NA,40,29.4,NA,Competitor,NA,TRUE
9133-AYJZG,1,Male,32,No,No,No,No,0,NA,United States,California,Alviso,95002,"37.449537, -121.994813",37.449537,-121.994813,1082,2147,1,1,Q3,No,0,7,Offer E,Yes,9.25,Yes,Yes,Fiber Optic,29,No,No,Yes,No,NA,Yes,Yes,Yes,NA,Yes,Bank Withdrawal,98.05,713,0,0,64.75,NA,Competitor,NA,TRUE
8076-FEZKJ,1,Female,23,NA,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Q3,No,NA,41,Offer B,Yes,NA,Yes,Yes,NA,59,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,114.5,4527.45,0,0,883.96,NA,Competitor,NA,TRUE
1060-ENTOF,NA,NA,51,No,No,No,No,0,NA,United States,California,Davenport,95017,"37.114335, -122.237162",NA,NA,1092,857,3,1,Q3,No,0,2,Offer E,Yes,17.33,No,NA,NA,14,No,No,NA,No,No,Yes,Yes,NA,Month-to-Month,Yes,Bank Withdrawal,80.95,171.15,0,0,34.66,205.81,Competitor,NA,TRUE
9643-YBLUR,1,Male,63,No,No,NA,No,0,1,NA,California,San Martin,95046,NA,37.084697,-121.606417,1106,5671,3,1,Q3,Yes,1,25,None,NA,NA,No,Yes,NA,4,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,90.4,2178.6,0,NA,881.75,NA,Competitor,NA,TRUE
0771-WLCLA,1,Male,21,NA,No,Yes,No,0,NA,United States,California,Santa Cruz,95062,"36.974575, -121.991149",36.974575,-121.991149,1111,36631,1,1,Q3,NA,1,NA,Offer E,Yes,29.29,No,Yes,Cable,52,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,56.15,NA,0,0,87.87,256.02,Competitor,NA,TRUE
2805-EDJPQ,NA,Female,59,No,NA,No,No,0,1,United States,California,San Jose,95112,"37.343827, -121.883119",37.343827,-121.883119,1120,52334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Competitor,NA,TRUE
6967-QIQRV,1,Female,NA,No,NA,Yes,No,0,1,United States,California,San Jose,NA,"37.350284, -121.852855",37.350284,-121.852855,NA,NA,3,1,Q3,No,NA,37,None,NA,37.49,Yes,Yes,Fiber Optic,29,No,No,Yes,NA,No,No,No,NA,Month-to-Month,Yes,Credit Card,78.95,NA,0,0,NA,4226.78,Competitor,NA,TRUE
2905-KFQUV,1,Male,23,Yes,No,No,No,0,1,United States,California,San Jose,95129,"37.305622, -122.000887",NA,-122.000887,1135,37570,3,1,Q3,No,0,7,Offer E,Yes,21.58,No,NA,Fiber Optic,71,No,No,Yes,NA,NA,NA,Yes,No,Month-to-Month,NA,NA,74.65,544.55,0,10,NA,705.61,Competitor,NA,TRUE
3914-FDRHP,NA,NA,51,No,No,Yes,No,0,1,NA,NA,San Jose,95134,"37.42765, -121.945416",37.42765,-121.945416,1140,9657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Competitor,NA,TRUE
8468-FZTOE,NA,Male,38,No,No,No,No,0,1,United States,California,Stockton,NA,"38.044523, -121.348048",38.044523,-121.348048,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,TRUE
0786-IVLAW,NA,Male,54,No,No,Yes,No,0,1,United States,California,Acampo,95220,"38.200231, -121.235034",38.200231,-121.235034,1158,6317,1,1,Q3,Yes,4,13,Offer D,Yes,45.6,No,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,Yes,Yes,NA,Yes,Mailed Check,96.65,NA,0,0,592.8,1755.65,Competitor,NA,TRUE
0743-HRVFF,1,Male,41,No,NA,No,No,0,1,United States,California,Linden,NA,"38.047746, -121.030499",38.047746,-121.030499,NA,NA,2,1,Q3,No,0,1,Offer E,NA,0,No,Yes,DSL,6,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,31.35,31.35,0,80,0,111.35,Attitude,NA,TRUE
1563-IWQEX,1,Female,57,NA,No,No,No,0,1,United States,California,Lodi,95240,"38.123544, -121.159078",38.123544,-121.159078,1173,45755,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Attitude,NA,TRUE
8661-BOYNW,1,Female,55,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Q3,No,0,6,Offer E,NA,20.36,Yes,Yes,Fiber Optic,10,No,Yes,Yes,Yes,Yes,Yes,NA,Yes,Month-to-Month,Yes,Credit Card,109.9,669.45,0,0,122.16,NA,NA,TRUE,NA
2300-RQGOI,NA,Male,42,No,No,No,No,NA,1,United States,California,NA,NA,"37.818589, -120.256995",37.818589,-120.256995,NA,NA,2,1,Q3,No,0,15,Offer D,Yes,45.92,No,Yes,Fiber Optic,12,No,No,NA,Yes,Yes,Yes,NA,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1553.95,0,0,688.8,NA,NA,TRUE,NA
9257-AZMTZ,NA,Male,31,No,No,No,No,0,1,United States,California,Hickman,95323,"37.605926, -120.69955",37.605926,-120.69955,1202,1055,2,1,Q3,No,0,7,Offer E,Yes,35.91,NA,Yes,Fiber Optic,27,No,No,NA,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.45,593.45,0,0,251.37,844.82,NA,TRUE,NA
5299-SJCZT,1,Male,48,No,No,Yes,No,0,1,United States,California,Long Barn,95335,"38.109125, -120.078597",38.109125,-120.078597,1212,683,NA,1,Q3,Yes,1,53,Offer B,Yes,15.77,No,NA,Fiber Optic,9,NA,Yes,No,No,NA,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.25,4867.95,0,0,835.81,5703.76,NA,TRUE,NA
0641-EVBOJ,1,Male,26,Yes,No,No,No,0,1,United States,California,Mariposa,95338,"37.526791, -119.99437",37.526791,-119.99437,1215,10226,3,1,Q3,No,0,1,NA,Yes,1.84,Yes,Yes,Fiber Optic,76,No,No,No,No,NA,No,NA,Yes,Month-to-Month,NA,Bank Withdrawal,74.9,74.9,0,0,1.84,76.74,Other,NA,TRUE
0259-GBZSH,1,Female,34,No,No,No,No,0,1,United States,NA,Mi Wuk Village,95346,"38.121601, -120.133915",38.121601,-120.133915,1218,1278,2,1,Q3,No,0,1,Offer E,NA,32.92,No,Yes,Fiber Optic,3,NA,No,NA,NA,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,NA,0,NA,32.92,113.17,Other,NA,TRUE
7632-MNYOY,1,Male,58,No,No,NA,No,0,1,United States,California,Modesto,95350,"37.671806, -121.007575",37.671806,NA,1220,52872,2,1,Q3,Yes,1,17,Offer D,NA,44.97,No,Yes,Fiber Optic,11,No,No,No,No,NA,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69,1149.65,0,0,764.49,1914.14,Competitor,NA,TRUE
3415-TAILE,1,Female,62,No,No,Yes,No,0,1,United States,California,Modesto,95351,"37.621458, -121.012295",37.621458,-121.012295,1221,47536,NA,1,Q3,Yes,1,11,Offer D,Yes,15.69,Yes,NA,NA,12,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.35,740.8,0,0,172.59,913.39,NA,TRUE,NA
8559-WNQZS,1,NA,58,No,NA,No,No,0,1,United States,California,Modesto,95356,"37.716186, -121.025836",37.716186,-121.025836,1224,26055,NA,1,Q3,No,0,19,Offer D,Yes,20.41,Yes,Yes,Fiber Optic,NA,NA,No,No,No,No,Yes,Yes,No,NA,Yes,Bank Withdrawal,86,1532.45,0,30,387.79,1950.24,Competitor,NA,TRUE
3571-RFHAR,1,NA,37,No,No,NA,No,0,1,United States,California,Modesto,95357,"37.670526, -120.877572",37.670526,-120.877572,1225,13343,1,1,NA,Yes,1,3,Offer E,Yes,48.38,No,Yes,Fiber Optic,14,No,No,No,No,No,Yes,NA,Yes,NA,Yes,NA,80.3,250.05,0,0,145.14,395.19,Competitor,NA,TRUE
5451-MHQOF,1,Male,40,No,No,No,No,0,1,United States,California,Oakdale,95361,"37.785033, -120.776141",37.785033,-120.776141,1228,25384,2,1,Q3,No,0,24,None,Yes,35.93,Yes,NA,Fiber Optic,5,No,Yes,No,No,Yes,No,NA,NA,Month-to-Month,Yes,Credit Card,NA,2282.55,NA,0,NA,3144.87,NA,NA,TRUE
9054-FOWNV,NA,Female,30,No,NA,No,No,0,1,United States,California,Riverbank,95367,"37.734971, -120.954271",37.734971,-120.954271,1233,16525,1,1,Q3,No,0,2,NA,Yes,26.87,Yes,Yes,Fiber Optic,52,No,No,NA,No,No,No,No,NA,Month-to-Month,Yes,Bank Withdrawal,75.9,NA,0,0,53.74,197.09,Other,NA,TRUE
6240-EURKS,1,Male,47,No,No,Yes,NA,NA,NA,NA,California,Salida,95368,NA,37.713152,NA,1234,12466,2,NA,Q3,Yes,1,1,None,Yes,14.9,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,0,0,14.9,60.75,Other,NA,TRUE
9495-REDIY,1,Female,NA,NA,No,Yes,No,0,1,United States,NA,Snelling,95369,"37.521708, -120.426843",37.521708,-120.426843,1235,1158,1,NA,Q3,Yes,1,16,Offer D,No,0,NA,Yes,DSL,29,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,NA,Bank Withdrawal,49.95,810.2,0,0,0,810.2,NA,TRUE,NA
8348-JLBUG,1,Male,36,No,No,Yes,No,0,1,United States,California,Turlock,95382,"37.529656, -120.854357",37.529656,-120.854357,1242,24708,3,NA,Q3,Yes,1,34,None,Yes,NA,No,Yes,Fiber Optic,12,No,No,No,No,Yes,No,No,NA,Month-to-Month,NA,Bank Withdrawal,78.3,NA,0,0,NA,3021.6,Other,NA,TRUE
2882-DDZPG,1,Male,44,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Q3,NA,0,3,NA,Yes,38.38,Yes,NA,NA,23,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,NA,228.4,0,10,115.14,353.54,NA,NA,TRUE
9136-ALYBR,NA,Female,47,No,NA,NA,No,0,1,United States,California,Santa Rosa,95409,"38.468893, -122.580539",38.468893,-122.580539,1254,25718,1,1,Q3,No,0,15,Offer D,Yes,33.14,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4,289.3,0,0,497.1,786.4,NA,NA,TRUE
0822-GAVAP,1,Male,23,NA,No,No,No,0,1,United States,California,Caspar,95420,"39.361283, -123.784599",39.361283,-123.784599,1260,333,1,1,Q3,No,0,1,NA,Yes,48.03,NA,Yes,Cable,73,NA,No,No,NA,NA,No,Yes,Yes,Month-to-Month,No,Credit Card,45.05,NA,0,0,48.03,NA,Competitor,NA,TRUE
6358-LYNGM,1,Female,53,No,No,NA,No,NA,1,United States,California,Clearlake,95422,"38.965804, -122.631779",38.965804,-122.631779,1262,13485,NA,1,Q3,No,NA,NA,NA,NA,14.48,No,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.8,75.8,0,0,14.48,90.28,Competitor,NA,TRUE
4468-YDOVK,1,Female,53,NA,No,No,No,NA,1,United States,California,Comptche,NA,"39.239818, -123.565432",39.239818,-123.565432,NA,NA,2,1,Q3,No,0,NA,None,NA,0,No,Yes,NA,18,No,No,No,Yes,NA,NA,No,Yes,Month-to-Month,Yes,NA,30.9,59.05,0,0,0,59.05,Dissatisfaction,NA,TRUE
0979-MOZQI,1,NA,43,No,NA,NA,No,NA,1,United States,California,Gualala,NA,"38.848082, -123.50608",38.848082,-123.50608,NA,NA,1,1,Q3,Yes,1,59,Offer B,Yes,22.71,Yes,NA,Fiber Optic,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,Yes,Bank Withdrawal,110.15,6448.05,0,0,1339.89,7787.94,Dissatisfaction,NA,TRUE
2959-FENLU,1,Male,20,Yes,No,Yes,No,0,1,United States,California,Rio Nido,95471,"38.522328, -122.97932",38.522328,-122.97932,1303,298,1,1,Q3,Yes,1,8,None,Yes,5.34,No,Yes,Fiber Optic,NA,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75,632.95,0,0,NA,675.67,Dissatisfaction,NA,TRUE
