gender,age,married,num_depen,lat,long,pop,score,num_ref,mult_line,offer,phon_serv,int_serv,int_type,onl_sec,onl_back,dev_prot,premium,str_tv,str_movie,str_music,contract,paperless,payment,tenure_month,month_charge,unlimite,avg_gb,avg_long_dist,t_charge,t_refund,t_extra,t_long_dist,t_revenue,churn
Male,40,Yes,0,36.462671,-118.997291,293,3,2,No,Offer E,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Mailed Check,2,19.85,No,0,15.14,35.9,0,0,30.28,66.18,3
Female,47,No,0,36.205465,-119.085807,15508,1,0,No,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,4,45.65,Yes,27,45.4,191.05,0,0,181.6,372.65,1
Female,23,No,0,33.507255,-117.029473,46171,1,0,Yes,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,1,75.05,Yes,58,32.86,75.05,0,0,32.86,107.91,1
Female,19,No,0,35.861928,-118.636698,266,1,0,No,None,Yes,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Two Year,No,Credit Card,2,80,Yes,3,35.71,80,0,0,35.71,115.71,1
Male,48,Yes,0,35.490705,-119.286833,15177,1,1,No,Offer E,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1,80,Yes,3,35.71,80,0,0,35.71,115.71,1
Female,48,Yes,0,32.961064,-117.134917,47224,1,1,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,4,85.95,Yes,30,4.14,381.3,0,0,16.56,397.86,1
Female,29,No,0,32.961064,-117.134917,47224,1,0,Yes,None,Yes,Yes,Cable,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45,87.25,Yes,51,4.48,3941.7,0,0,201.6,4143.3,1
Female,51,No,0,32.961064,-117.134917,47224,1,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,10,98.55,Yes,15,27.57,1008.55,0,0,275.7,1284.25,1
Female,37,No,0,35.214982,-118.59049,1436,3,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,41,93.35,No,15,48.93,1444.65,0,0,733.95,2178.6,5
Female,45,No,0,34.445239,-117.894868,1613,2,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,1,19.9,No,0,49.51,19.9,0,0,49.51,69.41,3
Male,24,Yes,0,34.598221,-117.79593,6787,3,0,Yes,None,Yes,No,Fiber Optic,No,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,39,82,No,14,184.83,184.65,0,0,369.66,267.01,1
Male,63,No,0,34.598221,-117.79593,6787,1,0,No,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,2,45.35,Yes,9,25.49,89.5,0,0,50.98,140.48,1
Female,47,No,0,36.397745,-120.119911,1852,1,0,No,None,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,52.2,Yes,23,34.04,52.2,0,0,34.04,86.24,1
Male,58,Yes,0,36.397745,-120.119911,1852,1,0,Yes,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,62,96.75,Yes,9,22.64,6125.4,0,0,1403.68,7529.08,3
Male,54,Yes,0,36.902954,-120.194274,28434,1,2,Yes,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,40,101.3,Yes,4,22.56,4113.1,0,0,902.4,5015.5,1
Male,27,No,0,37.004068,-119.930027,49247,2,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1,69.55,Yes,48,49.43,69.55,0,0,49.43,118.98,3
Male,25,No,0,36.696759,-119.024051,571,1,0,Yes,Offer A,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,70,104,Yes,42,12.19,7250.15,0,0,853.3,8103.45,3
Male,24,Yes,0,36.841655,-119.797113,3258,3,1,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,21,111.2,No,52,36.26,2317.1,0,120,761.46,3198.56,3
Male,47,Yes,0,36.959731,-120.653519,343,3,1,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Yes,One Year,No,Bank Withdrawal,60,90.95,Yes,52,33.25,5453.4,0,0,1995,7448.4,5
Female,47,Yes,0,36.993666,-119.348267,2633,2,2,Yes,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,50,108.55,Yes,14,29.43,5610.7,0,0,1471.5,7082.2,5
Female,59,Yes,0,36.833002,-119.82947,36274,3,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,16,89.9,Yes,53,32.85,89.9,0,0,32.85,122.75,3
Female,47,No,0,33.141265,-116.967221,48690,3,0,No,None,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,40,50.8,Yes,27,1.28,50.8,0,0,1.28,52.08,1
Male,58,No,0,36.460611,-121.852507,13121,1,0,No,Offer E,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,1,50.8,Yes,27,1.28,50.8,0,0,1.28,52.08,1
Female,55,Yes,0,36.220761,-120.980777,14477,1,0,No,Offer E,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,95.1,Yes,29,47.62,307.4,0,0,142.86,450.26,1
Female,46,Yes,0,36.689582,-121.758398,21759,1,1,No,Offer E,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,4,80.6,Yes,52,14.3,319.15,0,0,57.2,376.35,1
Male,24,Yes,0,36.587497,-121.944815,4602,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,One Year,No,Bank Withdrawal,59,85.55,Yes,52,6.91,5084.65,0,0,407.69,5492.34,1
Male,53,No,0,37.266388,-122.26308,148,1,0,No,None,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,10,110.1,Yes,6,18.03,1043.3,0,0,180.3,1223.6,1
Male,55,Yes,0,37.419725,-122.062947,27822,2,6,Yes,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50,100.358,Yes,14,42.21,5017.9,0,0,2110.5,7128.4,4
Female,64,No,0,37.624436,-122.430661,39566,1,0,No,None,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,12,93.4125,Yes,23,34.92,1120.95,0,0,419.04,1539.99,4
Female,47,No,0,37.980057,-121.801599,90891,1,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,6,79.05,Yes,27,19.74,434.5,0,0,118.44,552.94,2
Male,21,Yes,0,38.013825,-122.039144,36186,3,1,No,None,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,1,44.7,Yes,73,32.08,44.7,0,0,32.08,76.78,5
Male,47,No,0,37.674002,-122.076796,60274,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,7,16.04285714,No,0,9.14,112.3,0,0,63.98,176.28,3
Female,57,No,0,37.62984,-122.120843,27311,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,2,96,Yes,28,48.34,192,0,0,96.68,288.68,1
Male,30,No,0,38.014457,-122.115432,46677,3,0,No,None,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,71,69.9,Yes,28,45.66,69.9,0,0,45.66,115.56,1
Female,61,No,0,37.676249,-122.132415,26240,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,67,95.35,Yes,15,48.36,660.9,34.29,0,338.52,965.13,1
Female,46,No,0,37.59485,-122.051521,66472,1,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,7,95.35,Yes,15,48.36,660.9,34.29,0,338.52,965.13,1
Male,53,Yes,0,37.792489,-122.244314,41876,1,1,No,None,Yes,Yes,DSL,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,18,57.45,Yes,22,2.86,990.85,15.73,0,51.48,1026.6,1
Male,62,Yes,0,37.890274,-122.295192,15882,3,1,No,Offer C,Yes,Yes,Cable,No,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,26,83.75,Yes,13,35.9,2070.6,0,0,933.4,3004,1
Male,37,Yes,0,38.377165,-123.037957,1785,2,1,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,32,73.371875,Yes,5,5.99,2347.9,19.67,0,191.68,2519.91,5
Female,50,No,0,38.326215,-122.718742,7936,3,0,No,Offer E,Yes,No,None,No,No,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,1,19.65,No,0,6.08,19.65,0,0,6.08,25.73,1
Female,55,No,0,37.937082,-122.532369,6773,2,0,No,None,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,5,39.5,Yes,2,0,210.75,39.27,0,0,171.48,1
Female,26,No,0,38.135897,-122.563683,16429,3,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,5,80,No,42,43.99,412.5,40,10,219.95,602.45,1
Female,40,No,0,38.065359,-122.665566,607,1,0,No,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,10,84.7,Yes,18,45.69,832.05,12.81,0,456.9,1276.14,1
Female,47,No,0,38.339996,-122.935056,66,1,0,Yes,None,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,2,49.05,No,13,14.7,91.1,0,40,29.4,160.5,1
Male,32,No,0,38.24458,-122.956268,330,1,0,Yes,Offer E,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,7,98.05,Yes,29,9.25,713,0,0,64.75,777.75,1
Female,23,No,0,37.114335,-122.237162,857,1,0,Yes,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,41,114.5,Yes,59,21.56,4527.45,0,0,883.96,5411.41,1
Male,51,No,0,37.114335,-122.237162,857,3,0,No,Offer E,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2,80.95,No,14,17.33,171.15,0,0,34.66,205.81,1
Male,63,Yes,0,37.084697,-121.606417,5671,3,1,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,25,90.4,No,4,35.27,2178.6,0,0,881.75,256.02,1
Male,21,Yes,0,36.974575,-121.991149,36631,1,1,No,Offer E,Yes,Yes,Cable,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,3,56.15,Yes,52,29.29,168.15,0,0,87.87,256.02,1
Female,59,No,0,37.343827,-121.883119,52334,1,0,No,None,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,53,78.95,No,29,37.49,2921.15,0,0,1387.13,4226.78,1
Female,47,Yes,0,37.350284,-121.852855,51706,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,37,78.95,No,29,37.49,2921.15,0,0,1387.13,4226.78,1
Male,23,No,0,37.305622,-122.000887,37570,3,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,7,74.65,No,71,21.58,544.55,0,10,151.06,705.61,1
Female,51,Yes,0,37.42765,-121.945416,9657,1,0,No,None,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,40,96.65,Yes,11,45.6,1162.85,0,0,592.8,1755.65,1
Male,38,No,0,38.044523,-121.348048,30814,1,0,No,None,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,8,96.65,Yes,11,45.6,1162.85,0,0,592.8,1755.65,5
Male,54,Yes,0,38.200231,-121.235034,6317,1,4,No,Offer D,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,13,96.65,Yes,11,45.6,1162.85,0,0,592.8,1755.65,1
Male,41,No,0,38.047746,-121.030499,3148,2,0,No,Offer E,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,1,31.35,No,6,0,31.35,0,80,0,111.35,3
Female,57,No,0,38.123544,-121.159078,45755,3,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,1,109.9,Yes,10,20.36,669.45,0,0,122.16,791.61,3
Male,26,No,0,37.526791,-119.99437,10226,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,1,74.9,Yes,76,1.84,74.9,0,0,1.84,76.74,5
Female,34,No,0,38.121601,-120.133915,1278,2,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,1,80.25,Yes,3,32.92,80.25,0,0,32.92,113.17,5
Male,58,Yes,0,37.671806,-121.007575,52872,2,1,No,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,17,69,Yes,11,44.97,1149.65,0,0,764.49,1914.14,1
Female,58,No,0,37.716186,-121.025836,26055,1,0,Yes,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,19,86,No,14,20.41,1532.45,0,30,387.79,1950.24,1
Female,37,Yes,0,37.670526,-120.877572,13343,1,1,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Two Year,Yes,Credit Card,3,80.3,Yes,14,48.38,250.05,0,0,145.14,395.19,1
Female,30,No,0,37.734971,-120.954271,16525,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,2,75.9,Yes,52,26.87,143.35,0,0,53.74,197.09,5
Male,47,Yes,0,37.713152,-121.08739,12466,2,1,No,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1,45.85,Yes,6,14.9,45.85,0,0,14.9,60.75,5
Male,36,Yes,0,37.529656,-120.854357,24708,3,1,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,34,78.3,No,12,164.8676471,2662.2,0,0,5605.5,3021.6,5
Male,23,No,0,39.361283,-123.784599,333,1,0,No,None,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,1,45.05,Yes,73,48.03,45.05,0,0,48.03,93.08,1
Female,53,Yes,0,38.965804,-122.631779,13485,2,0,No,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,1,75.8,Yes,26,14.48,75.8,0,0,14.48,90.28,1
Female,53,No,0,39.239818,-123.565432,371,2,0,No,None,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,2,30.9,Yes,18,0,59.05,0,0,0,59.05,2
Female,43,Yes,0,38.848082,-123.50608,1916,1,1,Yes,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,59,110.15,Yes,30,22.71,6448.05,0,0,1339.89,7787.94,2
Male,20,Yes,0,38.522328,-122.97932,298,1,1,No,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,8,75,Yes,30,5.34,632.95,0,0,42.72,675.67,2
Female,41,Yes,0,39.222323,-122.985488,240,1,1,No,None,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,11,44.05,Yes,30,24.83,483.7,0,0,273.13,756.83,1
Female,30,No,0,40.965011,-124.015255,15921,2,0,Yes,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,70,115.55,Yes,52,10.21,8127.6,0,0,714.7,8842.3,2
Female,50,Yes,0,40.4785,-124.301372,2965,2,0,Yes,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,47,19.45,No,0,48.96,19.45,0,0,48.96,68.41,2
Male,47,Yes,0,40.89866,-123.539754,660,1,0,No,Offer E,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,4,20.35,No,0,12.43,76.35,0,0,49.72,126.07,4
Male,35,No,0,41.950683,-124.097094,2020,2,0,No,Offer E,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,1,20.15,No,0,40.51,20.15,0,0,40.51,60.66,4
Female,49,Yes,0,33.362575,-117.299644,42239,1,1,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,14,87.25,Yes,19,29.18,1258.6,0,0,408.52,1667.12,1
Female,47,No,0,38.626128,-121.328011,58830,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,18,88.35,Yes,23,12.67,1639.3,0,0,228.06,1867.36,1
Male,28,No,0,38.683605,-120.811852,4426,1,0,Yes,Offer E,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,4,82.5125,Yes,58,42.06,330.05,0,0,168.24,498.29,1
Male,43,No,0,38.392821,-121.799917,18529,1,0,No,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,4,70.2,Yes,22,13.02,237.95,0,0,52.08,290.03,1
Male,63,No,0,38.349195,-121.902943,171,2,1,Yes,None,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,10,85.6,Yes,22,30.1,813.85,0,0,301,1114.85,1
Male,34,Yes,0,38.689174,-121.218435,32040,2,1,Yes,None,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,41,73,Yes,29,15.91,3001.2,0,0,652.31,3653.51,1
Male,62,Yes,0,38.578604,-122.024579,8406,3,2,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,15,101.1,Yes,29,40.7,1504.05,0,0,610.5,2114.55,1
Male,37,No,0,39.084645,-120.894014,8525,3,0,Yes,None,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,1,50.45,Yes,42,28.25,50.45,0,0,28.25,78.7,1
Male,47,No,0,38.801936,-122.938935,9210,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,12,99.95,Yes,42,28.16,1132.75,0,120,337.92,1590.67,1
Female,50,No,0,38.801936,-122.938935,9210,1,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,2,91.4,Yes,7,39.62,193.6,0,0,79.24,272.84,1
Male,28,No,0,38.608405,-121.449942,25355,2,0,Yes,None,Yes,Yes,Cable,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,4,80.8,Yes,76,42.33,332.45,0,0,169.32,501.77,1
Female,61,Yes,0,38.517295,-121.439819,30580,1,1,Yes,None,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,16,100,Yes,26,37.83,1600,65.25,0,605.28,2140.03,1
Male,36,Yes,0,38.715498,-121.363411,36432,1,1,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,13,74.4,Yes,21,2.92,896.75,0,0,37.96,934.71,1
Male,21,No,0,40.4785,-124.301372,2965,1,0,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,41,104.7,Yes,48,47.74,4346.4,0,0,1957.34,6303.74,1
Female,47,No,0,38.486938,-121.395805,54880,2,0,No,Offer E,Yes,Yes,Cable,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,2,55.05,No,30,42.55,102.75,0,0,85.1,187.85,1
Female,44,Yes,0,38.931425,-121.946081,19,2,2,No,Offer E,Yes,No,None,No,No,No,No,No,No,No,One Year,Yes,Credit Card,8,19.75,No,0,46.13,145,0,0,369.04,514.04,4
Female,49,No,0,39.473896,-121.415927,28382,2,0,No,Offer E,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2,42.6,Yes,21,0,72.4,0,0,0,72.4,1
Female,45,No,0,39.58458,-121.093256,101,2,0,No,None,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,29,67.94827586,Yes,7,1.02,1970.5,0,0,29.58,2000.08,1
Female,42,Yes,0,40.448632,-122.306657,21418,2,0,No,Offer D,Yes,Yes,Cable,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,14,75.35,Yes,20,18.74,1025.95,0,0,262.36,1288.31,3
Female,47,Yes,0,41.388397,-122.794636,290,2,1,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,63,107.5,No,21,1.93,6873.75,0,60,121.59,7055.34,3
Female,39,No,0,40.586588,-122.903677,960,1,0,Yes,Offer D,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,16,95.6,Yes,30,18.99,1555.65,0,0,303.84,1859.49,3
Female,38,Yes,0,41.816595,-122.948287,482,2,1,No,Offer D,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,17,98.6,Yes,8,5.4,1704.95,0,0,91.8,1796.75,1
Female,54,No,0,40.883853,-122.418258,1236,1,0,No,Offer E,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,7,59.5,Yes,22,2.24,415.95,0,0,15.68,431.63,5
Male,33,No,0,32.957195,-117.202542,28201,2,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,30,90.25,Yes,19,30.06,2755.35,0,0,901.8,3657.15,1
Female,21,Yes,0,32.957195,-117.202542,28201,3,1,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,56,98.36339286,No,48,19.16,5508.35,0,150,1072.96,6731.31,1
Male,55,No,0,32.957195,-117.202542,28201,1,0,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,48,106.1,Yes,19,24.73,5082.8,0,0,1187.04,6269.84,5
Female,47,No,0,32.957195,-117.202542,28201,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,1,85.8,Yes,59,34.47,85.8,0,0,34.47,120.27,1
Female,32,No,0,34.065875,-118.238728,30596,1,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,5,69.75,No,5,31.14,324.6,0,0,155.7,480.3,1
Male,44,Yes,0,34.044639,-118.240413,9732,1,1,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,51,94.65,No,9,21.08,4812.75,0,0,1075.08,5887.83,1
Female,57,No,0,34.043144,-118.251977,3524,1,0,Yes,None,Yes,Yes,Cable,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,46,96.05,No,10,6.18,4399.5,0,80,284.28,4763.78,4
Female,41,Yes,0,34.017697,-118.200577,47487,1,1,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,41,113.6,Yes,10,5.01,4594.95,0,0,205.41,4800.36,4
Female,37,No,0,34.002642,-118.287596,56709,2,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,29,78.9,Yes,13,44.33,2384.15,0,0,1285.57,3669.72,4
Male,46,No,0,34.001617,-118.222274,3642,1,0,Yes,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,88.26666667,Yes,12,14.28,264.8,0,0,42.84,307.64,5
Female,22,No,0,34.003553,-118.308933,29299,1,1,Yes,Offer D,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,21,104.4,Yes,59,38.52,2200.25,0,0,808.92,3009.17,3
Female,59,No,0,34.003553,-118.308933,29299,1,0,Yes,None,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,29,74.4,Yes,3,28.89,299.7,0,0,115.56,415.26,1
Female,23,No,0,33.993991,-118.39704,31963,1,0,No,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,9,74.25,Yes,76,13.86,639.65,0,0,124.74,764.39,3
Male,50,No,0,33.914775,-118.348083,93315,1,0,No,None,Yes,Yes,Cable,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1,59.85,No,20,22.05,59.85,0,0,22.05,81.9,3
Female,47,No,0,33.977468,-118.445475,18058,2,0,No,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,2,87.15,Yes,6,6.2,183.75,0,0,12.4,196.15,5
Female,47,Yes,0,33.977468,-118.445475,18058,1,1,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,84.75,Yes,30,38.09,254.25,0,0,114.27,379.12,1
Female,39,No,0,33.391181,-118.421305,3699,1,0,No,Offer D,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,18,21.71388889,No,0,8.95,390.85,0,0,161.1,551.95,3
