Customer ID,Count.x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Count.y,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,ID,Population,Satisfaction Score,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
2851-STERV,1,NA,30,No,No,No,No,0,1,United States,California,Bonita,91902,"32.67117, -117.00232",32.67117,-117.00232,291,17389,1,1,Q3,No,0,8,None,NA,13.04,No,NA,Fiber Optic,85,No,NA,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,70.1,NA,0,10,NA,665.6700000000001,Competitor
8331-ZXFOE,1,Female,19,Yes,No,No,No,0,1,United States,California,Chula Vista,91910,"32.636792, -117.054989",NA,-117.054989,294,74025,2,1,NA,No,0,3,None,Yes,1.24,No,Yes,DSL,52,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,NA,Bank Withdrawal,55.35,165.2,0,0,3.7199999999999998,168.92,NA
5908-QMGOE,1,Male,34,NA,No,No,No,NA,1,United States,California,Guatay,91931,"32.857946, -116.561917",32.857946,NA,301,796,1,1,Q3,No,0,2,None,NA,19.52,No,NA,Cable,16,No,No,No,No,No,NA,NA,Yes,Month-to-Month,NA,Credit Card,45.85,81,0,NA,39.04,120.03999999999999,NA
9571-EDEBV,1,Male,64,No,No,No,No,0,1,United States,California,La Mesa,91942,"32.782501, -117.01611",32.782501,-117.01611,306,24005,3,1,Q3,No,0,39,Offer C,Yes,36.17,Yes,Yes,Fiber Optic,5,No,No,No,No,No,NA,No,NA,Month-to-Month,NA,NA,75.25,3017.65,0,0,1410.63,4428.280000000001,NA
0531-ZZJWQ,1,Female,53,No,No,Yes,NA,3,1,United States,NA,NA,92009,"33.098018, -117.258203",33.098018,-117.258203,319,43161,3,1,Q3,No,0,2,None,NA,0,No,NA,DSL,52,NA,NA,No,No,No,NA,No,Yes,Month-to-Month,Yes,Credit Card,24.4,36.55,0,0,NA,36.55,Dissatisfaction
0133-BMFZO,1,Female,36,No,No,No,No,0,1,United States,California,Fallbrook,92028,NA,33.362575,-117.299644,328,42239,NA,1,Q3,NA,0,4,None,Yes,2.01,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.95,85.5,0,0,8.04,93.53999999999999,NA
5701-ZIKJE,1,Male,37,No,No,No,No,0,1,United States,California,Oceanside,92057,"33.254497, -117.285879",33.254497,-117.285879,335,46893,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Attitude
6215-NQCPY,1,NA,59,No,No,Yes,No,0,1,United States,California,San Diego,92113,"32.697098, -117.116587",32.697098,-117.116587,364,47431,1,1,Q3,Yes,1,50,None,Yes,35.33,Yes,Yes,Fiber Optic,17,NA,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,NA,84.4,4116.15,0,0,1766.5,5882.65,NA
3571-DPYUH,1,Female,36,NA,No,No,NA,0,NA,United States,California,Coronado,92118,"32.68674, -117.186612",32.68674,-117.186612,369,24093,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3831-YCPUO,1,Female,50,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Q3,Yes,1,54,None,Yes,42.1,Yes,NA,DSL,12,No,No,No,No,Yes,Yes,NA,Yes,One Year,Yes,Credit Card,NA,3715.65,0,0,2273.4,NA,Dissatisfaction
1355-KUSBG,1,Male,64,No,No,No,No,0,NA,United States,NA,San Diego,92120,"32.807867, -117.060993",32.807867,-117.060993,371,25569,2,1,Q3,No,0,42,None,Yes,18.79,Yes,Yes,Fiber Optic,16,NA,Yes,No,No,Yes,Yes,NA,Yes,Month-to-Month,NA,Bank Withdrawal,101.75,4273.45,0,0,789.18,NA,NA
8212-DJRCH,1,Female,NA,No,NA,No,No,0,1,United States,NA,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,372,4258,1,1,Q3,No,0,1,Offer E,Yes,22.11,NA,Yes,DSL,18,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.8,45.8,0,10,22.11,77.91,Competitor
5016-LIPDW,1,Male,63,No,NA,No,No,NA,1,NA,NA,San Diego,NA,"33.017518, -117.118456",33.017518,-117.118456,NA,NA,NA,1,Q3,No,0,1,Offer E,Yes,40.83,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,NA,20.1,0,0,40.83,60.93,NA
0871-OPBXW,1,Male,64,No,No,Yes,NA,0,1,United States,California,San Diego,92128,"33.000269, -117.072093",33.000269,-117.072093,378,42733,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Competitor
2430-USGXP,NA,Male,62,No,No,NA,No,0,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542,380,28201,1,1,Q3,No,0,1,NA,Yes,38.66,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,NA,69.1,69.1,0,0,NA,NA,Competitor
0130-SXOUN,1,Female,25,Yes,No,No,No,0,1,United States,California,San Ysidro,92173,"32.555828, -117.040073",32.555828,-117.040073,384,28488,2,1,Q3,No,0,13,Offer D,Yes,6.03,Yes,Yes,Fiber Optic,48,No,No,No,No,No,No,NA,NA,Month-to-Month,Yes,Mailed Check,NA,999.45,NA,NA,78.39,1077.8400000000001,NA
0426-TIRNE,1,Male,56,No,No,Yes,No,0,1,United States,California,Indio,92201,"33.713891, -116.237257",33.713891,-116.237257,385,56307,2,1,Q3,Yes,NA,19,NA,Yes,43.95,No,Yes,Fiber Optic,20,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,NA,1888.65,0,0,835.0500000000001,2723.7000000000003,Competitor
3318-OSATS,1,Female,25,Yes,No,No,No,NA,1,United States,NA,Palm Desert,92211,NA,33.762759,-116.324817,388,19702,1,NA,Q3,No,0,NA,Offer C,NA,0,No,Yes,NA,52,No,Yes,Yes,No,Yes,Yes,Yes,NA,Month-to-Month,Yes,Credit Card,54.15,1240.25,0,0,0,1240.25,NA
5995-OIGLP,1,Female,59,No,No,Yes,No,0,1,United States,California,Brawley,92227,"33.03933, -115.191857",33.03933,-115.191857,392,23394,1,1,Q3,Yes,1,67,None,Yes,32.15,Yes,Yes,Fiber Optic,28,Yes,No,Yes,Yes,NA,NA,Yes,Yes,Two Year,Yes,Credit Card,108.75,7156.2,0,0,2154.0499999999997,NA,NA
4611-ANLQC,NA,NA,59,No,No,Yes,No,0,1,United States,California,NA,92231,NA,32.690654,-115.431225,394,27804,NA,1,Q3,Yes,NA,6,Offer E,NA,6.94,No,Yes,DSL,28,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,270.8,NA,0,41.64,312.44,NA
8552-OBVRU,1,Male,NA,No,No,No,Yes,3,1,United States,California,Desert Center,92239,"33.889605, -115.257009",33.889605,-115.257009,398,964,NA,1,Q3,No,0,20,NA,Yes,22.78,NA,No,None,NA,No,No,No,No,NA,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.4,374.5,0,0,455.6,NA,NA
9415-TPKRV,1,Female,36,No,No,Yes,No,0,1,United States,NA,NA,NA,"33.839989, -116.659215",33.839989,-116.659215,NA,NA,1,1,NA,Yes,1,11,None,Yes,7.89,Yes,Yes,Fiber Optic,10,NA,Yes,No,NA,Yes,Yes,Yes,Yes,NA,Yes,Bank Withdrawal,102,NA,0,0,86.78999999999999,1232.1399999999999,NA
4695-VADHF,1,NA,60,No,NA,No,No,0,NA,United States,California,Rancho Mirage,92270,"33.763678, -116.429928",33.763678,-116.429928,419,12465,2,1,Q3,No,0,2,Offer E,NA,24.71,No,No,None,0,No,No,No,No,NA,No,No,No,Month-to-Month,No,Mailed Check,20.65,38.7,0,0,49.42,88.12,NA
3950-VPYJB,1,Male,37,No,No,No,No,0,1,United States,California,Escondido,92027,NA,33.141265,-116.967221,327,48690,3,1,NA,No,0,16,None,Yes,11.96,Yes,Yes,Fiber Optic,18,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.05,1448.6,0,0,191.36,1639.96,Competitor
0674-GCDXG,1,Female,48,No,No,No,No,0,1,United States,NA,Twentynine Palms,92278,NA,34.457829,-116.139589,425,14104,1,NA,Q3,No,0,3,Offer E,Yes,NA,Yes,Yes,NA,13,No,No,No,NA,NA,NA,NA,NA,Month-to-Month,Yes,Bank Withdrawal,96.6,291.9,0,0,29.849999999999998,321.75,Price
2977-CEBSX,1,Female,47,No,NA,Yes,NA,0,1,United States,California,White Water,92282,"33.972293, -116.654195",NA,-116.654195,428,805,1,1,Q3,Yes,1,57,None,Yes,40.13,Yes,NA,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,NA,5921.35,0,0,2287.4100000000003,8208.76,NA
1561-BWHIN,1,Female,54,No,No,No,No,NA,1,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,NA,328,42239,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Competitor
2143-LJULT,1,NA,40,No,NA,No,Yes,1,1,United States,California,Big Bear City,NA,"34.278967, -116.773825",34.278967,-116.773825,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dissatisfaction
4134-BSXLX,1,Female,64,NA,No,Yes,No,0,1,United States,California,Calimesa,NA,"33.982787, -117.057627",33.982787,-117.057627,NA,NA,2,1,Q3,Yes,1,1,Offer E,Yes,21.65,No,Yes,Fiber Optic,13,NA,No,NA,No,No,No,No,NA,Month-to-Month,Yes,Bank Withdrawal,68.95,NA,0,0,21.65,90.6,NA
1353-LJWEM,1,Male,62,No,No,No,No,0,1,United States,NA,Fontana,92336,"34.136367, -117.460803",34.136367,-117.460803,456,54586,1,1,Q3,No,0,4,NA,Yes,42.44,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,318.9,0,0,NA,488.65999999999997,NA
0268-QKIWO,1,Male,44,No,No,No,NA,0,1,United States,California,Fontana,92337,"34.049671, -117.468896",34.049671,-117.468896,457,29847,NA,1,Q3,No,NA,1,None,No,0,No,Yes,Cable,2,NA,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.45,24.45,0,0,0,24.45,Price
2330-PQGDQ,1,Male,35,No,No,No,No,0,NA,United States,California,Green Valley Lake,92341,"34.244411, -117.072654",34.244411,NA,460,317,1,NA,Q3,No,0,7,None,Yes,36.84,Yes,Yes,Fiber Optic,17,No,No,Yes,No,NA,No,No,No,Month-to-Month,Yes,Credit Card,89.35,631.85,0,60,257.88,949.73,Price
7445-WMRBW,1,Male,60,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Q3,Yes,NA,4,None,Yes,NA,No,Yes,NA,13,No,NA,No,NA,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,307.4,0,0,129.72,437.12,NA
4822-RVYBB,1,Male,42,No,No,Yes,NA,NA,1,NA,California,Oro Grande,92368,"34.647959, -117.296957",34.647959,-117.296957,473,909,NA,1,Q3,Yes,1,1,None,Yes,12.04,No,Yes,Cable,5,Yes,No,No,No,Yes,Yes,NA,Yes,Month-to-Month,Yes,Bank Withdrawal,95,95,0,0,12.04,107.03999999999999,NA
2194-IIQOF,1,NA,29,Yes,No,NA,No,NA,1,United States,California,Phelan,92371,"34.441123, -117.537886",34.441123,-117.537886,474,12463,2,1,Q3,No,0,1,None,No,0,No,Yes,DSL,73,NA,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Mailed Check,25.2,25.2,NA,0,0,25.2,Other
4808-YNLEU,1,Male,34,No,No,Yes,No,0,1,United States,California,San Bernardino,92401,"34.105935, -117.2914",34.105935,-117.2914,489,1779,2,1,NA,Yes,1,54,None,Yes,NA,No,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Two Year,No,Bank Withdrawal,109.75,NA,NA,0,2272.86,8383.06,Competitor
2672-HUYVI,1,Male,NA,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Q3,No,NA,NA,None,Yes,15.79,No,No,None,NA,NA,NA,No,NA,No,No,No,No,NA,No,Credit Card,19.3,28.3,0,0,NA,59.879999999999995,NA
6972-SNKKW,1,Female,33,No,No,No,No,0,NA,United States,California,Riverside,92503,"33.890046, -117.455583",33.890046,-117.455583,497,71678,1,NA,Q3,No,0,15,None,NA,9.71,Yes,Yes,DSL,NA,No,No,No,No,NA,No,NA,Yes,Month-to-Month,Yes,Bank Withdrawal,49.1,679.55,0,0,145.65,825.1999999999999,Competitor
3308-MHOOC,1,Female,29,Yes,No,No,No,0,1,United States,NA,Riverside,NA,"33.930931, -117.361788",33.930931,-117.361788,NA,NA,1,1,Q3,NA,0,31,Offer C,Yes,31.14,Yes,NA,Cable,52,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,65.25,1994.3,0,120,NA,3079.6400000000003,NA
1465-LNTLJ,NA,Male,46,No,No,Yes,No,0,1,United States,NA,March Air Reserve Base,92518,"33.888323, -117.277533",33.888323,-117.277533,504,1005,NA,1,Q3,Yes,9,61,Offer B,Yes,26.94,NA,Yes,Fiber Optic,11,No,Yes,No,Yes,Yes,No,NA,Yes,Two Year,Yes,Bank Withdrawal,94.1,5638.3,0,0,NA,7281.64,NA
1335-HQMKX,1,Male,51,No,No,Yes,No,0,1,United States,California,Anza,92539,"33.527605, -116.666551",33.527605,-116.666551,508,3745,3,1,Q3,Yes,NA,24,Offer C,Yes,NA,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.65,NA,0,0,72,2614.45,Competitor
2511-MORQY,1,Male,57,No,No,Yes,No,0,NA,United States,California,NA,92591,"33.540604, -117.10909",33.540604,-117.10909,531,25655,2,1,Q3,Yes,1,4,NA,Yes,28.22,Yes,Yes,Fiber Optic,10,No,Yes,No,No,Yes,Yes,Yes,Yes,NA,Yes,Bank Withdrawal,100.2,420.2,0,0,112.88,533.0799999999999,NA
5552-ZNFSJ,NA,Female,29,Yes,No,No,No,0,1,NA,California,Foothill Ranch,92610,"33.698728, -117.67768",33.698728,-117.67768,538,10936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dissatisfaction
1240-HCBOH,1,Female,27,Yes,No,No,No,0,1,United States,California,Costa Mesa,NA,"33.678591, -117.905471",33.678591,-117.905471,NA,NA,1,1,Q3,No,0,35,Offer C,Yes,8.8,Yes,Yes,Cable,46,NA,No,Yes,NA,Yes,Yes,Yes,No,One Year,Yes,Credit Card,85.95,3110.1,0,0,NA,3418.1,Price
3043-TYBNO,1,Male,NA,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Q3,No,0,4,Offer E,Yes,NA,No,Yes,Fiber Optic,30,No,No,Yes,NA,No,No,No,NA,NA,Yes,Bank Withdrawal,73.9,280.85,0,0,NA,415.45000000000005,Competitor
2120-SMPEX,NA,Female,39,No,No,Yes,No,0,1,United States,California,Huntington Beach,92647,NA,33.723579,-118.005441,550,58764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dissatisfaction
9108-EJFJP,1,Female,21,Yes,NA,No,NA,0,1,United States,California,NA,92676,"33.782346, -117.635263",33.782346,-117.635263,565,1859,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dissatisfaction
8720-RQSBJ,1,Male,57,No,No,NA,No,0,1,United States,California,NA,92694,"33.569186, -117.640055",33.569186,-117.640055,572,350,3,1,Q3,No,0,3,Offer E,Yes,NA,Yes,Yes,Fiber Optic,6,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.55,298.35,0,0,65.58,363.93,Dissatisfaction
4012-ZTHBR,1,Female,30,No,No,Yes,No,NA,NA,United States,California,NA,92707,"33.714829, -117.872941",33.714829,-117.872941,578,62634,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Attitude
4282-YMKNA,NA,Male,36,NA,No,No,No,NA,1,United States,California,Tustin,92780,"33.735802, -117.818805",33.735802,-117.818805,580,55062,NA,1,Q3,No,0,1,None,NA,24.24,No,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.75,45.75,0,0,24.24,69.99,Attitude
8963-JLGJT,1,Male,41,No,NA,No,No,0,1,United States,California,Anaheim,92808,"33.850452, -117.726668",33.850452,-117.726668,588,19629,1,1,NA,No,0,11,None,NA,NA,No,Yes,Fiber Optic,29,No,NA,No,NA,NA,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,815.5,0,NA,277.64,1093.1399999999999,Attitude
6142-VSJQO,1,Female,53,NA,No,No,No,0,1,United States,California,Brea,92821,"33.930199, -117.862898",33.930199,-117.862898,589,34055,NA,1,Q3,No,0,1,Offer E,NA,4.67,No,Yes,Fiber Optic,11,No,No,NA,No,No,Yes,Yes,NA,Month-to-Month,No,Credit Card,80.15,NA,0,NA,4.67,84.82000000000001,Attitude
0238-WHBIQ,1,NA,20,NA,No,NA,No,0,1,United States,California,Orange,92869,"33.792791, -117.789749",33.792791,-117.789749,606,37916,1,1,Q3,NA,0,3,Offer E,No,0,No,Yes,DSL,NA,No,NA,No,No,Yes,No,No,Yes,Month-to-Month,No,NA,35.2,108.95,0,0,0,108.95,NA
0637-YLETY,1,Female,55,No,NA,Yes,NA,0,1,United States,California,NA,92870,"33.881158, -117.854783",33.881158,-117.854783,607,48170,NA,1,Q3,Yes,1,NA,Offer E,Yes,28.04,No,Yes,Fiber Optic,30,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.8,78.8,0,0,28.04,106.84,NA
6598-RFFVI,1,NA,42,No,No,No,No,NA,1,United States,California,Corona,92882,"33.819385, -117.600213",33.819385,-117.600213,611,60294,1,1,Q3,No,0,47,Offer B,Yes,35.97,NA,Yes,Fiber Optic,25,NA,Yes,Yes,No,Yes,Yes,NA,No,Month-to-Month,Yes,Bank Withdrawal,106.4,5127.95,0,0,1690.59,6818.54,Competitor
0142-GVYSN,1,Female,42,No,No,No,No,0,1,United States,California,Carpinteria,93013,"34.441398, -119.513163",34.441398,-119.513163,620,17409,2,1,Q3,No,0,6,Offer E,Yes,NA,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,536.4,0,0,262.79999999999995,799.1999999999999,NA
6248-TKCQV,1,Male,64,No,No,No,No,NA,1,United States,California,Ojai,93023,"34.581308, -118.931948",34.581308,NA,624,21633,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Competitor
4404-HIBDJ,1,Female,41,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Q3,Yes,1,48,Offer B,NA,23.95,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,One Year,NA,NA,82.05,4029.95,0,NA,1149.6,5179.549999999999,Competitor
6861-XWTWQ,1,NA,NA,NA,No,Yes,No,0,1,United States,California,Piru,NA,"34.432843, -118.730106",34.432843,NA,NA,NA,1,1,Q3,Yes,1,3,Offer E,Yes,37.61,No,No,None,0,No,NA,No,No,NA,No,No,No,NA,Yes,Credit Card,20.55,51.15,0,0,112.83,163.98,Attitude
0327-WFZSY,NA,Female,41,NA,No,No,No,0,1,United States,NA,Santa Barbara,93110,"34.437945, -119.77191",34.437945,-119.77191,640,15757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Competitor
3143-JQEGI,1,Male,47,No,NA,NA,No,0,1,United States,California,NA,93201,"35.869626, -119.498771",NA,-119.498771,643,1054,1,1,Q3,NA,NA,1,Offer E,Yes,4.02,No,Yes,Cable,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,42.9,42.9,0,0,4.02,46.92,NA
9584-EXCDZ,1,Female,26,Yes,No,No,No,0,1,United States,California,Avenal,93204,"35.916943, -120.129921",35.916943,-120.129921,646,14697,1,1,Q3,No,0,3,Offer E,No,0,No,Yes,NA,52,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.25,139.35,0,0,0,139.35,NA
8597-CWYHH,1,Female,30,No,No,No,No,0,1,United States,NA,Bodfish,93205,"35.523991, -118.400432",35.523991,-118.400432,647,1954,1,1,Q3,No,0,9,Offer E,No,0,No,Yes,NA,48,Yes,No,Yes,Yes,Yes,NA,Yes,Yes,Month-to-Month,NA,Mailed Check,58.5,NA,0,0,0,539.85,NA
0917-EZOLA,1,Male,32,No,No,Yes,No,0,1,United States,California,NA,93224,"35.215731, -119.57013",35.215731,-119.57013,660,626,NA,1,Q3,Yes,1,16,None,Yes,17.96,NA,Yes,Fiber Optic,30,No,No,No,NA,No,No,NA,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,1284.2,0,0,NA,1571.56,NA
7356-IWLFW,1,NA,61,No,No,No,No,0,1,United States,California,NA,93245,"36.303666, -119.825657",36.303666,NA,673,30419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254-IZEYF,1,Female,31,No,No,No,No,0,1,United States,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473,532,46171,1,1,Q3,No,0,4,Offer E,No,0,No,Yes,DSL,NA,No,No,No,No,No,No,No,Yes,Month-to-Month,NA,Bank Withdrawal,24.45,86.6,0,0,0,86.6,NA
9445-SZLCH,1,Male,33,NA,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Q3,No,0,28,NA,Yes,30.48,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,NA,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.7,2979.5,NA,80,853.44,3912.94,NA
4086-ATNFV,1,Male,64,NA,No,NA,No,0,1,NA,California,NA,93262,"36.527243, -118.594938",36.527243,-118.594938,685,56,1,1,Q3,No,0,1,Offer E,No,0,No,Yes,DSL,7,No,No,No,No,No,NA,No,Yes,Month-to-Month,NA,Bank Withdrawal,24.25,24.25,NA,0,NA,24.25,NA
9802-CAQUT,1,NA,48,No,NA,No,No,0,1,United States,California,Strathmore,93267,NA,36.141319,-119.129075,689,5689,3,1,Q3,No,0,11,None,Yes,15.6,Yes,Yes,Fiber Optic,4,NA,NA,No,No,No,No,NA,NA,Month-to-Month,Yes,Bank Withdrawal,76.5,837.95,NA,0,171.6,1009.5500000000001,NA
4195-SMMNX,1,Female,47,No,No,No,No,NA,NA,NA,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473,532,46171,2,1,Q3,No,0,4,Offer E,Yes,7.39,Yes,NA,Fiber Optic,NA,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,362.2,0,0,29.56,NA,Competitor
4193-IBKSW,1,Male,NA,No,No,No,No,0,1,United States,California,Wasco,93280,"35.652242, -119.4464",35.652242,-119.4464,697,22760,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Price
8384-FZBJK,1,Male,21,Yes,No,No,No,0,1,United States,NA,Bakersfield,93306,"35.449881, -118.841442",35.449881,-118.841442,708,53481,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6873-UDNLD,1,Female,47,No,No,Yes,NA,3,1,United States,California,NA,93429,"34.866032, -120.536546",NA,-120.536546,724,210,1,1,Q3,No,0,1,None,Yes,34.57,No,No,None,NA,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.5,20.5,0,0,34.57,55.07,Price
1323-OOEPC,1,Male,51,No,No,NA,No,0,1,United States,NA,Guadalupe,93434,"34.936, -120.594655",34.936,-120.594655,728,5726,1,NA,Q3,No,NA,4,None,Yes,7.26,NA,Yes,Fiber Optic,29,No,No,Yes,No,No,No,NA,Yes,Month-to-Month,Yes,Bank Withdrawal,74.8,321.9,0,0,29.04,350.94,NA
4439-YRNVD,1,Female,44,NA,No,Yes,No,0,1,United States,California,Lompoc,93437,NA,NA,-120.550507,731,6165,3,1,NA,Yes,1,20,None,No,0,NA,Yes,DSL,10,No,NA,No,No,NA,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.45,482.8,0,NA,0,482.8,NA
4993-JCRGJ,1,Female,NA,Yes,No,No,NA,0,1,United States,California,NA,93465,"35.536115, -120.739231",35.536115,-120.739231,750,7918,1,1,Q3,No,0,14,None,Yes,NA,No,Yes,Fiber Optic,NA,No,NA,NA,No,No,No,NA,Yes,Month-to-Month,Yes,Credit Card,71,914,NA,0,507.5,1421.5,Other
1791-PQHBB,NA,Female,56,No,No,No,No,0,1,United States,California,Edwards,93523,"34.966777, -117.961179",34.966777,-117.961179,761,7685,1,NA,Q3,No,0,3,None,No,NA,No,Yes,Cable,NA,No,Yes,No,NA,Yes,Yes,Yes,Yes,NA,Yes,Bank Withdrawal,50.6,155.35,0,0,0,155.35,NA
5197-PYEPU,NA,Female,64,No,No,Yes,No,0,1,United States,California,Temecula,92592,"33.507255, -117.029473",33.507255,NA,532,46171,2,1,NA,Yes,NA,40,Offer B,Yes,2.03,Yes,NA,Fiber Optic,19,No,No,NA,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,3303.05,0,0,81.19999999999999,3384.25,Competitor
9134-WYRVP,1,Female,NA,NA,No,Yes,Yes,2,1,United States,California,Johannesburg,93528,"35.363339, -117.637641",35.363339,-117.637641,764,207,1,1,Q3,Yes,1,2,None,NA,27.27,No,Yes,DSL,51,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,65.7,134.35,0,0,54.54,188.89,Competitor
